name,neighbourhood,room_type,accommodates,property_type,amenities,price,is_available_next_2_days
Perfectly Portland Clinton St Guesthouse,Richmond,Entire home/apt,4,Entire guesthouse,"\"\"\"Clothing storage: closet and dresser\"\"& \"\"Public Goods body soap\"\"& \"\"Public Goods shampoo\"\"& \"\"Pour-over coffee\"\"& \"\"Coffee maker\"\"& \"\"Cooking basics\"\"& \"\"Board games\"\"& \"\"Hair dryer\"\"& \"\"Iron\"\"& \"\"Fire extinguisher\"\"& \"\"Free street parking\"\"& \"\"Kitchen\"\"& \"\"Microwave\"\"& \"\"Barbecue utensils\"\"& \"\"Keypad\"\"& \"\"Stainless steel oven\"\"& \"\"Extra pillows and blankets\"\"& \"\"Drying rack for clothing\"\"& \"\"Free dryer \\u2013 In unit\"\"& \"\"Dishes and silverware\"\"& \"\"Stove\"\"& \"\"First aid kit\"\"& \"\"Carbon monoxide alarm\"\"& \"\"55\\\"\" HDTV with Amazon Prime Video& Chromecast& HBO Max& Netflix\"\"& \"\"Crib\"\"& \"\"Refrigerator\"\"& \"\"Private fenced garden or backyard\"\"& \"\"Hangers\"\"& \"\"Shower gel\"\"& \"\"Wine glasses\"\"& \"\"Wifi\"\"& \"\"Hot water\"\"& \"\"Children\\u2019s books and toys for ages 0-2 years old& 2-5 years old& and 5-10 years old\"\"& \"\"Long term stays allowed\"\"& \"\"Private patio or balcony\"\"& \"\"Luggage dropoff allowed\"\"& \"\"Cleaning products\"\"& \"\"Ceiling fan\"\"& \"\"Outdoor furniture\"\"& \"\"Private entrance\"\"& \"\"Essentials\"\"& \"\"Hot water kettle\"\"& \"\"Smoke alarm\"\"& \"\"Washer\"\"& \"\"Air conditioning\"\"& \"\"Room-darkening shades\"\"& \"\"Pack \\u2019n play/Travel crib\"\"& \"\"Freezer\"\"& \"\"Toaster\"\"& \"\"Bed linens\"\"& \"\"Central heating\"\"& \"\"Dishwasher\"\"& \"\"Dining table\"\"& \"\"Children\\u2019s dinnerware\"\"& \"\"Baking sheet\"\"& \"\"BBQ grill\"\"& \"\"Public Goods conditioner\"\"\"",$127.00,True
SW Mid Century Modern Stay,Markham,Entire home/apt,4,Entire residential home,"\"\"\"Indoor fireplace\"\"& \"\"Shampoo\"\"& \"\"Essentials\"\"& \"\"TV\"\"& \"\"Smoke alarm\"\"& \"\"Washer\"\"& \"\"Kitchen\"\"& \"\"Free parking on premises\"\"& \"\"Wifi\"\"& \"\"Air conditioning\"\"& \"\"Dryer\"\"& \"\"Long term stays allowed\"\"& \"\"Heating\"\"& \"\"Cooking basics\"\"& \"\"Dedicated workspace\"\"& \"\"Breakfast\"\"& \"\"Hair dryer\"\"& \"\"Iron\"\"& \"\"First aid kit\"\"& \"\"Carbon monoxide alarm\"\"\"",$300.00,True
Relax & Enjoy our Columbia River Floating Home,Hayden Island,Entire home/apt,6,Entire residential home,"\"\"\"Portable fans\"\"& \"\"Single level home\"\"& \"\"Security cameras on property\"\"& \"\"Boat slip\"\"& \"\"Ethernet connection\"\"& \"\"Coffee maker\"\"& \"\"Waterfront\"\"& \"\"Cooking basics\"\"& \"\"Hair dryer\"\"& \"\"Clothing storage: dresser and closet\"\"& \"\"Iron\"\"& \"\"Free street parking\"\"& \"\"Lake access\"\"& \"\"TV\"\"& \"\"Kitchen\"\"& \"\"Microwave\"\"& \"\"Barbecue utensils\"\"& \"\"Keypad\"\"& \"\"Cleaning before checkout\"\"& \"\"Extra pillows and blankets\"\"& \"\"Body soap\"\"& \"\"Dishes and silverware\"\"& \"\"Stove\"\"& \"\"BBQ grill\"\"& \"\"First aid kit\"\"& \"\"Carbon monoxide alarm\"\"& \"\"Refrigerator\"\"& \"\"Shampoo\"\"& \"\"Sound system\"\"& \"\"Hangers\"\"& \"\"Shower gel\"\"& \"\"Wine glasses\"\"& \"\"Wifi\"\"& \"\"Hot water\"\"& \"\"Dryer\"\"& \"\"Kayak\"\"& \"\"Long term stays allowed\"\"& \"\"Private patio or balcony\"\"& \"\"Heating\"\"& \"\"Cleaning products\"\"& \"\"Luggage dropoff allowed\"\"& \"\"Outdoor furniture\"\"& \"\"Conditioner\"\"& \"\"Private entrance\"\"& \"\"Essentials\"\"& \"\"Free parking on premises\"\"& \"\"Smoke alarm\"\"& \"\"Bathtub\"\"& \"\"Washer\"\"& \"\"Oven\"\"& \"\"Air conditioning\"\"& \"\"Room-darkening shades\"\"& \"\"Freezer\"\"& \"\"Toaster\"\"& \"\"Bed linens\"\"& \"\"Dining table\"\"& \"\"Dedicated workspace: table\"\"& \"\"Dishwasher\"\"& \"\"Baking sheet\"\"& \"\"Outdoor dining area\"\"& \"\"Rice maker\"\"& \"\"Fire extinguisher\"\"\"",$334.00,True
Entire Home: Luxury City View & Hidden Oasis,Southwest Hills,Entire home/apt,6,Entire residential home,"\"\"\"Security cameras on property\"\"& \"\"Hair dryer\"\"& \"\"Free street parking\"\"& \"\"Fire pit\"\"& \"\"TV\"\"& \"\"Kitchen\"\"& \"\"Dishes and silverware\"\"& \"\"First aid kit\"\"& \"\"Carbon monoxide alarm\"\"& \"\"Indoor fireplace\"\"& \"\"Shampoo\"\"& \"\"Hangers\"\"& \"\"Wifi\"\"& \"\"Hot water\"\"& \"\"Dryer\"\"& \"\"Long term stays allowed\"\"& \"\"Private patio or balcony\"\"& \"\"Heating\"\"& \"\"Outdoor furniture\"\"& \"\"Gym\"\"& \"\"Essentials\"\"& \"\"Free parking on premises\"\"& \"\"Smoke alarm\"\"& \"\"Washer\"\"& \"\"Air conditioning\"\"& \"\"BBQ grill\"\"& \"\"Fire extinguisher\"\"\"",$450.00,True
Cheerful Back to Basics Room,Centennial,Private room,2,Private room in residential home,"\"\"\"Single level home\"\"& \"\"Security cameras on property\"\"& \"\"Coffee maker\"\"& \"\"Cooking basics\"\"& \"\"Hair dryer\"\"& \"\"Free street parking\"\"& \"\"Kitchen\"\"& \"\"Microwave\"\"& \"\"Free driveway parking on premises \\u2013 1 space\"\"& \"\"Free dryer \\u2013 In unit\"\"& \"\"Dishes and silverware\"\"& \"\"Central air conditioning\"\"& \"\"First aid kit\"\"& \"\"Carbon monoxide alarm\"\"& \"\"Electric stove\"\"& \"\"Refrigerator\"\"& \"\"Wine glasses\"\"& \"\"Wifi\"\"& \"\"Hot water\"\"& \"\"Long term stays allowed\"\"& \"\"Lockbox\"\"& \"\"Shared fenced garden or backyard\"\"& \"\"Essentials\"\"& \"\"Hot water kettle\"\"& \"\"Smoke alarm\"\"& \"\"Bathtub\"\"& \"\"Toaster\"\"& \"\"Room-darkening shades\"\"& \"\"Bed linens\"\"& \"\"Central heating\"\"& \"\"Dishwasher\"\"& \"\"Free washer \\u2013 In unit\"\"& \"\"Fire extinguisher\"\"\"",$50.00,True
Peaceful Writers' Retreat with Hot Tub,Humboldt,Entire home/apt,4,Entire residential home,"\"\"\"Laundromat nearby\"\"& \"\"Pour-over coffee\"\"& \"\"Coffee maker\"\"& \"\"Dedicated workspace\"\"& \"\"Clothing storage: closet\"\"& \"\"Free street parking\"\"& \"\"Keypad\"\"& \"\"Body soap\"\"& \"\"Dishes and silverware\"\"& \"\"First aid kit\"\"& \"\"Carbon monoxide alarm\"\"& \"\"Refrigerator\"\"& \"\"Shampoo\"\"& \"\"Hangers\"\"& \"\"Shower gel\"\"& \"\"Wifi\"\"& \"\"Shared hot tub\"\"& \"\"Hot water\"\"& \"\"Long term stays allowed\"\"& \"\"Cleaning products\"\"& \"\"Outdoor furniture\"\"& \"\"Conditioner\"\"& \"\"Private entrance\"\"& \"\"Shared fenced garden or backyard\"\"& \"\"Essentials\"\"& \"\"Hot water kettle\"\"& \"\"Smoke alarm\"\"& \"\"Bathtub\"\"& \"\"Freezer\"\"& \"\"Bed linens\"\"& \"\"Central heating\"\"& \"\"Dishwasher\"\"& \"\"BBQ grill\"\"& \"\"Fire extinguisher\"\"& \"\"Shared patio or balcony\"\"\"",$76.00,True
Newly Renovated Hawthorne Retreat- Private Apt!,Richmond,Entire home/apt,3,Entire guest suite,"\"\"\"Shampoo\"\"& \"\"Essentials\"\"& \"\"TV\"\"& \"\"Smoke alarm\"\"& \"\"Hangers\"\"& \"\"Washer\"\"& \"\"Kitchen\"\"& \"\"Wifi\"\"& \"\"Keypad\"\"& \"\"Dryer\"\"& \"\"Long term stays allowed\"\"& \"\"Heating\"\"& \"\"Fire extinguisher\"\"& \"\"Cooking basics\"\"& \"\"Hair dryer\"\"& \"\"Iron\"\"& \"\"First aid kit\"\"& \"\"Carbon monoxide alarm\"\"& \"\"Private entrance\"\"\"",$85.00,True
LIL’ MISS - luxe one bedroom condo with deck,Humboldt,Entire home/apt,4,Entire condominium (condo),"\"\"\"Essentials\"\"& \"\"TV\"\"& \"\"Smoke alarm\"\"& \"\"Washer\"\"& \"\"Kitchen\"\"& \"\"Wifi\"\"& \"\"Air conditioning\"\"& \"\"Free dryer \\u2013 In unit\"\"& \"\"Central heating\"\"& \"\"Dishes and silverware\"\"& \"\"Cleaning products\"\"& \"\"Cooking basics\"\"& \"\"Dedicated workspace\"\"& \"\"Hair dryer\"\"& \"\"Fire extinguisher\"\"& \"\"First aid kit\"\"& \"\"Carbon monoxide alarm\"\"\"",$155.00,True
21st Floor PH-style w/Balcony in South Waterfront!,South Portland,Entire home/apt,4,Entire rental unit,"\"\"\"Coffee maker\"\"& \"\"Waterfront\"\"& \"\"Elevator\"\"& \"\"Cooking basics\"\"& \"\"Dedicated workspace\"\"& \"\"Hair dryer\"\"& \"\"Paid parking on premises\"\"& \"\"Kitchen\"\"& \"\"Microwave\"\"& \"\"Stainless steel oven\"\"& \"\"Extra pillows and blankets\"\"& \"\"Body soap\"\"& \"\"Free dryer \\u2013 In unit\"\"& \"\"Dishes and silverware\"\"& \"\"Stove\"\"& \"\"First aid kit\"\"& \"\"Carbon monoxide alarm\"\"& \"\"Sound system\"\"& \"\"Hangers\"\"& \"\"Wine glasses\"\"& \"\"Wifi\"\"& \"\"Hot water\"\"& \"\"Long term stays allowed\"\"& \"\"Private patio or balcony\"\"& \"\"Cleaning products\"\"& \"\"Free parking on premises\"\"& \"\"Smoke alarm\"\"& \"\"Bathtub\"\"& \"\"Washer\"\"& \"\"Air conditioning\"\"& \"\"Freezer\"\"& \"\"Central heating\"\"& \"\"Dishwasher\"\"& \"\"55\\\"\" HDTV\"\"& \"\"Outdoor dining area\"\"& \"\"BBQ grill\"\"& \"\"Fire extinguisher\"\"\"",$113.00,True
Back to Nature Oversized Tiny Home,Hazelwood,Entire home/apt,4,Tiny house,"\"\"\"Coffee maker\"\"& \"\"Cooking basics\"\"& \"\"Dedicated workspace\"\"& \"\"Hair dryer\"\"& \"\"Clothing storage: dresser and closet\"\"& \"\"Free street parking\"\"& \"\"Fire pit\"\"& \"\"Private hot tub\"\"& \"\"TV\"\"& \"\"Kitchen\"\"& \"\"Keypad\"\"& \"\"Barbecue utensils\"\"& \"\"Stainless steel oven\"\"& \"\"Body soap\"\"& \"\"Dishes and silverware\"\"& \"\"Stove\"\"& \"\"Carbon monoxide alarm\"\"& \"\"Refrigerator\"\"& \"\"Private fenced garden or backyard\"\"& \"\"Sound system\"\"& \"\"Hangers\"\"& \"\"Wine glasses\"\"& \"\"Wifi\"\"& \"\"Hot water\"\"& \"\"Heating\"\"& \"\"Cleaning products\"\"& \"\"Ceiling fan\"\"& \"\"Outdoor furniture\"\"& \"\"Private entrance\"\"& \"\"Essentials\"\"& \"\"Free parking on premises\"\"& \"\"Smoke alarm\"\"& \"\"Bathtub\"\"& \"\"Air conditioning\"\"& \"\"Freezer\"\"& \"\"Bed linens\"\"& \"\"Dining table\"\"& \"\"Baking sheet\"\"& \"\"Outdoor dining area\"\"& \"\"BBQ grill\"\"& \"\"Fire extinguisher\"\"\"",$120.00,FALSE
Modern 1BR in Portland w/ Amenities + Parking,Portland Downtown,Entire home/apt,2,Entire serviced apartment,"\"\"\"Coffee maker\"\"& \"\"Elevator\"\"& \"\"Cooking basics\"\"& \"\"Dedicated workspace\"\"& \"\"Hair dryer\"\"& \"\"Iron\"\"& \"\"TV\"\"& \"\"Kitchen\"\"& \"\"Microwave\"\"& \"\"Dishes and silverware\"\"& \"\"Stove\"\"& \"\"Carbon monoxide alarm\"\"& \"\"Refrigerator\"\"& \"\"Shampoo\"\"& \"\"Hangers\"\"& \"\"Wifi\"\"& \"\"Hot water\"\"& \"\"Long term stays allowed\"\"& \"\"Washer \\u2013\\u00a0In unit\"\"& \"\"Heating\"\"& \"\"Gym\"\"& \"\"Private entrance\"\"& \"\"Essentials\"\"& \"\"Free parking on premises\"\"& \"\"Smoke alarm\"\"& \"\"Oven\"\"& \"\"Air conditioning\"\"& \"\"Bed linens\"\"& \"\"Dryer \\u2013\\u00a0In unit\"\"& \"\"Dishwasher\"\"& \"\"Dining table\"\"& \"\"BBQ grill\"\"& \"\"Patio or balcony\"\"\"",$124.00,FALSE
Pet-Friendly 1BR in Portland Near Parks & Shops,Portland Downtown,Entire home/apt,2,Entire serviced apartment,"\"\"\"Coffee maker\"\"& \"\"Elevator\"\"& \"\"Cooking basics\"\"& \"\"Dedicated workspace\"\"& \"\"Hair dryer\"\"& \"\"Iron\"\"& \"\"TV\"\"& \"\"Kitchen\"\"& \"\"Microwave\"\"& \"\"Dishes and silverware\"\"& \"\"Stove\"\"& \"\"Carbon monoxide alarm\"\"& \"\"Refrigerator\"\"& \"\"Shampoo\"\"& \"\"Hangers\"\"& \"\"Wifi\"\"& \"\"Hot water\"\"& \"\"Long term stays allowed\"\"& \"\"Washer \\u2013\\u00a0In unit\"\"& \"\"Heating\"\"& \"\"Gym\"\"& \"\"Private entrance\"\"& \"\"Essentials\"\"& \"\"Free parking on premises\"\"& \"\"Smoke alarm\"\"& \"\"Oven\"\"& \"\"Air conditioning\"\"& \"\"Bed linens\"\"& \"\"Dryer \\u2013\\u00a0In unit\"\"& \"\"Dishwasher\"\"& \"\"Dining table\"\"& \"\"BBQ grill\"\"& \"\"Patio or balcony\"\"\"",$114.00,FALSE
Spacious 2BR in Portland w/ Parking + Pool,Portland Downtown,Entire home/apt,4,Entire serviced apartment,"\"\"\"Coffee maker\"\"& \"\"Elevator\"\"& \"\"Cooking basics\"\"& \"\"Dedicated workspace\"\"& \"\"Hair dryer\"\"& \"\"Iron\"\"& \"\"TV\"\"& \"\"Kitchen\"\"& \"\"Microwave\"\"& \"\"Dishes and silverware\"\"& \"\"Stove\"\"& \"\"Carbon monoxide alarm\"\"& \"\"Refrigerator\"\"& \"\"Shampoo\"\"& \"\"Hangers\"\"& \"\"Wifi\"\"& \"\"Hot water\"\"& \"\"Long term stays allowed\"\"& \"\"Washer \\u2013\\u00a0In unit\"\"& \"\"Heating\"\"& \"\"Gym\"\"& \"\"Private entrance\"\"& \"\"Essentials\"\"& \"\"Free parking on premises\"\"& \"\"Smoke alarm\"\"& \"\"Oven\"\"& \"\"Air conditioning\"\"& \"\"Bed linens\"\"& \"\"Dryer \\u2013\\u00a0In unit\"\"& \"\"Dishwasher\"\"& \"\"Dining table\"\"& \"\"BBQ grill\"\"& \"\"Patio or balcony\"\"\"",$146.00,FALSE
Downtown Victorian With A View of Mt St Helens,Southwest Hills,Entire home/apt,5,Entire townhouse,"\"\"\"Frigidare  refrigerator\"\"& \"\"Portable fans\"\"& \"\"Viking stainless steel stove\"\"& \"\"Security cameras on property\"\"& \"\"Coffee maker\"\"& \"\"Cooking basics\"\"& \"\"Dedicated workspace\"\"& \"\"Board games\"\"& \"\"Hair dryer\"\"& \"\"Iron\"\"& \"\"Kitchen\"\"& \"\"Microwave\"\"& \"\"Game console: PS3 and PS4\"\"& \"\"Extra pillows and blankets\"\"& \"\"Free driveway parking on premises \\u2013 1 space\"\"& \"\"Body soap\"\"& \"\"Drying rack for clothing\"\"& \"\"Dishes and silverware\"\"& \"\"55\\\"\" TV with Netflix\"\"& \"\"Paid dryer \\u2013 In building\"\"& \"\"First aid kit\"\"& \"\"Carbon monoxide alarm\"\"& \"\"Indoor fireplace\"\"& \"\"Shampoo\"\"& \"\"Wine glasses\"\"& \"\"Shower gel\"\"& \"\"Wifi\"\"& \"\"Paid washer \\u2013 In building\"\"& \"\"Hot water\"\"& \"\"Paid street parking off premises\"\"& \"\"Long term stays allowed\"\"& \"\"Lockbox\"\"& \"\"Private patio or balcony\"\"& \"\"Cleaning products\"\"& \"\"Outdoor furniture\"\"& \"\"Conditioner\"\"& \"\"Viking stainless steel oven\"\"& \"\"Private entrance\"\"& \"\"Essentials\"\"& \"\"Smoke alarm\"\"& \"\"Bathtub\"\"& \"\"Room-darkening shades\"\"& \"\"Freezer\"\"& \"\"Bed linens\"\"& \"\"Central heating\"\"& \"\"Dishwasher\"\"& \"\"Dining table\"\"& \"\"Baking sheet\"\"& \"\"Fire extinguisher\"\"\"",$160.00,FALSE
"Lovely 2 Bedroom Condo, Private Rooftop River View",Old Town/Chinatown,Entire home/apt,4,Entire condominium (condo),"\"\"\"Outdoor dining area\"\"& \"\"Shared outdoor heated pool\"\"& \"\"Ethernet connection\"\"& \"\"Pour-over coffee\"\"& \"\"Coffee maker\"\"& \"\"Waterfront\"\"& \"\"Bikes\"\"& \"\"Cooking basics\"\"& \"\"Board games\"\"& \"\"Hair dryer\"\"& \"\"Iron\"\"& \"\"Clothing storage: closet\"\"& \"\"Name brand body soap\"\"& \"\"Fire pit\"\"& \"\"Beachfront\"\"& \"\"TV\"\"& \"\"Kitchen\"\"& \"\"Microwave\"\"& \"\"Barbecue utensils\"\"& \"\"Stainless steel oven\"\"& \"\"Extra pillows and blankets\"\"& \"\"Drying rack for clothing\"\"& \"\"Free dryer \\u2013 In unit\"\"& \"\"Beach essentials\"\"& \"\"Dishes and silverware\"\"& \"\"Stainless steel electric stove\"\"& \"\"Central air conditioning\"\"& \"\"First aid kit\"\"& \"\"Carbon monoxide alarm\"\"& \"\"Refrigerator\"\"& \"\"Dedicated workspace: desk and office chair\"\"& \"\"Name brand shampoo\"\"& \"\"Hangers\"\"& \"\"Shower gel\"\"& \"\"Wine glasses\"\"& \"\"Wifi\"\"& \"\"Shared hot tub\"\"& \"\"Hot water\"\"& \"\"Paid street parking off premises\"\"& \"\"EV charger\"\"& \"\"Long term stays allowed\"\"& \"\"Lockbox\"\"& \"\"Name brand conditioner\"\"& \"\"Private patio or balcony\"\"& \"\"Cleaning products\"\"& \"\"Outdoor furniture\"\"& \"\"Private entrance\"\"& \"\"Essentials\"\"& \"\"Hot water kettle\"\"& \"\"Smoke alarm\"\"& \"\"Bathtub\"\"& \"\"Free parking garage on premises \\u2013 1 space\"\"& \"\"Toaster\"\"& \"\"Freezer\"\"& \"\"Bed linens\"\"& \"\"Central heating\"\"& \"\"Dishwasher\"\"& \"\"Dining table\"\"& \"\"Baking sheet\"\"& \"\"Free washer \\u2013 In unit\"\"& \"\"BBQ grill\"\"& \"\"Fire extinguisher\"\"\"",$120.00,FALSE
Private Studio w/ Full Kitchen & Hot Pool,Pearl,Entire home/apt,3,Entire rental unit,"\"\"\"Outdoor dining area\"\"& \"\"Coffee maker\"\"& \"\"Waterfront\"\"& \"\"Elevator\"\"& \"\"Clothing storage: wardrobe\"\"& \"\"Cooking basics\"\"& \"\"Dedicated workspace\"\"& \"\"Hair dryer\"\"& \"\"Fire pit\"\"& \"\"Kitchen\"\"& \"\"Microwave\"\"& \"\"Game console: PS3 and PS4\"\"& \"\"Extra pillows and blankets\"\"& \"\"Stainless steel oven\"\"& \"\"Body soap\"\"& \"\"Free dryer \\u2013 In unit\"\"& \"\"Dishes and silverware\"\"& \"\"Central air conditioning\"\"& \"\"First aid kit\"\"& \"\"Carbon monoxide alarm\"\"& \"\"Refrigerator\"\"& \"\"Shampoo\"\"& \"\"Hangers\"\"& \"\"Safe\"\"& \"\"Wifi\"\"& \"\"Shared hot tub\"\"& \"\"Hot water\"\"& \"\"Shared gym in building\"\"& \"\"Pool table\"\"& \"\"Cleaning products\"\"& \"\"Outdoor furniture\"\"& \"\"Conditioner\"\"& \"\"Record player\"\"& \"\"Gas stove\"\"& \"\"Essentials\"\"& \"\"Hot water kettle\"\"& \"\"Smoke alarm\"\"& \"\"Bathtub\"\"& \"\"Room-darkening shades\"\"& \"\"Freezer\"\"& \"\"Bed linens\"\"& \"\"Central heating\"\"& \"\"Dishwasher\"\"& \"\"Baking sheet\"\"& \"\"Free washer \\u2013 In unit\"\"& \"\"BBQ grill\"\"& \"\"Fire extinguisher\"\"\"",$139.00,True
Central Pearl District Condo in Downtown PDX,Pearl,Entire home/apt,4,Entire condominium (condo),"\"\"\"Ethernet connection\"\"& \"\"Coffee maker\"\"& \"\"Elevator\"\"& \"\"Cooking basics\"\"& \"\"Dedicated workspace\"\"& \"\"Hair dryer\"\"& \"\"TV\"\"& \"\"Kitchen\"\"& \"\"Microwave\"\"& \"\"Stainless steel oven\"\"& \"\"Extra pillows and blankets\"\"& \"\"Free dryer \\u2013 In unit\"\"& \"\"Dishes and silverware\"\"& \"\"First aid kit\"\"& \"\"Carbon monoxide alarm\"\"& \"\"Electric stove\"\"& \"\"Refrigerator\"\"& \"\"Hangers\"\"& \"\"Wine glasses\"\"& \"\"Wifi\"\"& \"\"Hot water\"\"& \"\"Long term stays allowed\"\"& \"\"Shared gym in building\"\"& \"\"Lockbox\"\"& \"\"Private patio or balcony\"\"& \"\"Cleaning products\"\"& \"\"Outdoor furniture\"\"& \"\"Essentials\"\"& \"\"Free parking on premises\"\"& \"\"Smoke alarm\"\"& \"\"Bathtub\"\"& \"\"Washer\"\"& \"\"Air conditioning\"\"& \"\"Room-darkening shades\"\"& \"\"Freezer\"\"& \"\"Bed linens\"\"& \"\"Dishwasher\"\"& \"\"Outdoor dining area\"\"& \"\"BBQ grill\"\"& \"\"Fire extinguisher\"\"& \"\"Keurig coffee machine\"\"\"",$175.00,FALSE
Spacious Boho Chic 1bdrm in Roseway NE PDX,Roseway,Entire home/apt,2,Entire guest suite,"\"\"\"TV with Netflix& Roku\"\"& \"\"Coffee maker\"\"& \"\"Cooking basics\"\"& \"\"Free dryer \\u2013 In building\"\"& \"\"Hair dryer\"\"& \"\"Clothing storage: closet\"\"& \"\"Free street parking\"\"& \"\"Kitchen\"\"& \"\"Microwave\"\"& \"\"Keypad\"\"& \"\"Body soap\"\"& \"\"Dishes and silverware\"\"& \"\"First aid kit\"\"& \"\"Carbon monoxide alarm\"\"& \"\"Electric stove\"\"& \"\"Indoor fireplace\"\"& \"\"Refrigerator\"\"& \"\"Shampoo\"\"& \"\"Hangers\"\"& \"\"Wine glasses\"\"& \"\"Wifi\"\"& \"\"Hot water\"\"& \"\"Backyard\"\"& \"\"Long term stays allowed\"\"& \"\"Cleaning products\"\"& \"\"Conditioner\"\"& \"\"Essentials\"\"& \"\"Hot water kettle\"\"& \"\"Smoke alarm\"\"& \"\"Washer\"\"& \"\"Oven\"\"& \"\"Free parking on premises\"\"& \"\"Toaster\"\"& \"\"Room-darkening shades\"\"& \"\"Freezer\"\"& \"\"Bed linens\"\"& \"\"Central heating\"\"& \"\"Dedicated workspace: table\"\"& \"\"Baking sheet\"\"& \"\"Fire extinguisher\"\"& \"\"Keurig coffee machine\"\"\"",$97.00,True
"Custom Tiny House w/ Bamboo Vibes, Shared Fire-Pit, Kitchenette, Surrounded by Bars & Restaurants",Kerns,Entire home/apt,3,Entire rental unit,"\"\"\"Shampoo\"\"& \"\"Essentials\"\"& \"\"Keypad\"\"& \"\"Smoke alarm\"\"& \"\"Hangers\"\"& \"\"Wifi\"\"& \"\"Air conditioning\"\"& \"\"Long term stays allowed\"\"& \"\"Coffee maker\"\"& \"\"Bed linens\"\"& \"\"Heating\"\"& \"\"Free street parking\"\"& \"\"Dedicated workspace\"\"& \"\"Hair dryer\"\"& \"\"Fire extinguisher\"\"& \"\"Patio or balcony\"\"& \"\"Private entrance\"\"\"",$128.00,True
"Custom Tiny House w/ Beach Vibes, Shared Fire-Pit, Kitchenette, Surrounded by Bars & Restaurants",Kerns,Entire home/apt,3,Entire rental unit,"\"\"\"Shampoo\"\"& \"\"Essentials\"\"& \"\"Keypad\"\"& \"\"Smoke alarm\"\"& \"\"Hangers\"\"& \"\"Wifi\"\"& \"\"Air conditioning\"\"& \"\"Long term stays allowed\"\"& \"\"Coffee maker\"\"& \"\"Bed linens\"\"& \"\"Heating\"\"& \"\"Free street parking\"\"& \"\"Fire extinguisher\"\"& \"\"Dedicated workspace\"\"& \"\"Hair dryer\"\"& \"\"Iron\"\"& \"\"Patio or balcony\"\"& \"\"Private entrance\"\"\"",$128.00,True
"Custom Tiny House w/ Cabin Vibes, Shared Fire-Pit, Kitchenette, Surrounded by Bars & Restaurants",Kerns,Entire home/apt,4,Entire rental unit,"\"\"\"Shampoo\"\"& \"\"Essentials\"\"& \"\"Keypad\"\"& \"\"Smoke alarm\"\"& \"\"Hangers\"\"& \"\"Wifi\"\"& \"\"Air conditioning\"\"& \"\"Long term stays allowed\"\"& \"\"Coffee maker\"\"& \"\"Bed linens\"\"& \"\"Heating\"\"& \"\"Free street parking\"\"& \"\"Dedicated workspace\"\"& \"\"Hair dryer\"\"& \"\"Fire extinguisher\"\"& \"\"Patio or balcony\"\"& \"\"Private entrance\"\"\"",$128.00,True
"Custom Tiny House w/ Boho Vibes, Shared Fire-Pit, Kitchenette, Surrounded by Bars & Restaurants",Kerns,Entire home/apt,3,Entire rental unit,"\"\"\"Shampoo\"\"& \"\"Essentials\"\"& \"\"Keypad\"\"& \"\"Smoke alarm\"\"& \"\"Hangers\"\"& \"\"Wifi\"\"& \"\"Air conditioning\"\"& \"\"Long term stays allowed\"\"& \"\"Coffee maker\"\"& \"\"Bed linens\"\"& \"\"Heating\"\"& \"\"Dedicated workspace\"\"& \"\"Hair dryer\"\"& \"\"Free street parking\"\"& \"\"Patio or balcony\"\"& \"\"Private entrance\"\"\"",$131.00,True
"Custom Tiny House w/ Modern Vibes, Shared Fire-Pit, Kitchenette, Surrounded by Bars & Restaurants",Kerns,Entire home/apt,2,Entire rental unit,"\"\"\"Shampoo\"\"& \"\"Essentials\"\"& \"\"Keypad\"\"& \"\"Hangers\"\"& \"\"Wifi\"\"& \"\"Air conditioning\"\"& \"\"Long term stays allowed\"\"& \"\"Coffee maker\"\"& \"\"Bed linens\"\"& \"\"Heating\"\"& \"\"Free street parking\"\"& \"\"Dedicated workspace\"\"& \"\"Hair dryer\"\"& \"\"Fire extinguisher\"\"& \"\"Patio or balcony\"\"& \"\"Private entrance\"\"\"",$128.00,True
"Custom Tiny House w/ Finnish Vibes, Shared Fire-Pit, Kitchenette, Surrounded by Bars & Restaurants",Kerns,Entire home/apt,5,Entire rental unit,"\"\"\"Shampoo\"\"& \"\"Essentials\"\"& \"\"Keypad\"\"& \"\"Smoke alarm\"\"& \"\"Hangers\"\"& \"\"Wifi\"\"& \"\"Air conditioning\"\"& \"\"Long term stays allowed\"\"& \"\"Coffee maker\"\"& \"\"Bed linens\"\"& \"\"Heating\"\"& \"\"Free street parking\"\"& \"\"Dedicated workspace\"\"& \"\"Hair dryer\"\"& \"\"Fire extinguisher\"\"& \"\"Patio or balcony\"\"& \"\"Private entrance\"\"\"",$149.00,True
